Date,Product,Category,Region,Channel,Quantity,Unit_Price,Discount,Sales
2017-11-06,Ibuprofen,M01AE,South,Clinic,95.0,37.83,0.0,3593.85
2017-10-26,Phenacetin,N02BE,East,Pharmacy,54.0,104.2,0.05,5345.46
2015-12-14,Propacetamol,N02BE,East,Hospital,96.0,97.29,0.1,8405.86
2014-01-12,Nitrazepam,N05C,South,Online,66.0,9.24,0.0,609.84
2014-03-27,Salmeterol,R03,East,Online,71.0,102.66,0.1,6559.97
2015-04-07,Ibuprofen,M01AE,North,Clinic,37.0,94.23,0.0,3486.51
2015-08-23,Salmeterol,R03,North,Online,29.0,14.48,0.15,356.93
2017-06-08,Paracetamol,N02BE,South,Pharmacy,27.0,41.45,0.0,1119.15
2016-08-16,Salbutamol,R03,East,Clinic,77.0,47.13,0.05,3447.56
2018-04-09,Zolpidem,N05C,North,Hospital,39.0,54.54,0.0,2127.06
2016-09-04,Propacetamol,N02BE,Central,Clinic,,95.84,0.0,5942.08
2014-09-29,Zolpidem,N05C,West,Online,60.0,71.17,0.15,3629.67
2019-07-26,Diflunisal,N02BA,West,Hospital,40.0,115.86,0.05,4402.68
2015-01-19,Propacetamol,N02BE,West,Hospital,55.0,11.26,0.05,588.33
2015-05-04,Cetirizine,R06,East,Hospital,74.0,7.2,0.05,506.16
2019-05-16,Paracetamol,N02BE,North,Pharmacy,34.0,12.79,0.05,413.12
2018-03-04,Terbutaline,R03,Central,Online,75.0,91.43,0.1,6171.53
2019-10-02,Etodolac,M01AB,,Clinic,39.0,12.21,0.0,476.19
2018-08-06,Diazepam,N05B,West,Online,65.0,10.34,0.0,672.1
2015-11-22,Salbutamol,R03,Central,Online,40.0,8.87,0.2,283.84
2019-05-26,Alprazolam,N05B,Central,Pharmacy,132.0,11.12,0.15,1247.66
2016-07-07,Propacetamol,N02BE,Central,Clinic,63.0,29.09,0.0,1832.67
2019-12-31,Ketoprofen,M01AE,West,Pharmacy,47.0,88.36,0.1,3737.63
2015-07-11,Salmeterol,R03,South,Clinic,45.0,97.9,0.1,3964.95
2015-01-26,Diclofenac,M01AB,East,Online,116.0,96.2,0.0,11159.2
2018-02-09,Triazolam,N05C,Central,Clinic,88.0,17.37,0.0,1528.56
2016-09-26,Indomethacin,M01AB,East,Pharmacy,41.0,44.86,0.1,1655.33
2018-10-25,Phenacetin,N02BE,East,Online,52.0,78.5,0.2,3265.6
2015-04-29,Naproxen,M01AE,South,Pharmacy,57.0,80.01,0.05,4332.54
2019-12-23,Diclofenac,M01AB,Central,Hospital,128.0,57.68,0.0,7383.04
2019-10-26,Ibuprofen,M01AE,West,Pharmacy,24.0,89.36,0.2,-1715.71
2014-12-19,Cetirizine,R06,Central,Online,72.0,36.95,0.05,2527.38
2018-12-30,Alprazolam,N05B,South,Clinic,66.0,23.83,0.05,1494.14
2016-07-04,Etodolac,M01AB,North,Clinic,37.0,68.0,0.0,2516.0
2019-05-18,Indomethacin,M01AB,East,Hospital,68.0,53.35,0.0,3627.8
2018-04-01,Naproxen,M01AE,South,Pharmacy,60.0,79.85,0.0,
2019-10-29,Propacetamol,N02BE,North,Pharmacy,70.0,113.65,0.0,7955.5
2014-08-26,Terbutaline,R03,North,Clinic,59.0,54.16,0.15,2716.12
2019-05-12,Triazolam,N05C,East,Hospital,35.0,90.31,0.0,3160.85
2017-11-22,Diflunisal,N02BA,West,Pharmacy,48.0,101.74,0.0,4883.52
2014-07-15,Salmeterol,R03,West,Online,85.0,75.45,0.2,5130.6
2016-02-21,Salsalate,N02BA,East,Clinic,109.0,65.55,0.0,7144.95
2017-09-04,Diflunisal,N02BA,West,Online,25.0,41.03,0.2,820.6
2016-05-02,Loratadine,R06,East,Hospital,46.0,80.62,0.15,3152.24
2016-03-20,Aspirin,N02BA,South,Hospital,53.0,113.01,0.0,5989.53
2018-01-05,Paracetamol,N02BE,,Hospital,92.0,36.07,0.1,2986.6
2014-03-17,Lorazepam,N05B,West,Hospital,77.0,102.53,0.1,7105.33
2018-09-07,Loratadine,R06,South,Pharmacy,69.0,5.36,0.05,351.35
2017-03-28,Diclofenac,M01AB,Central,Hospital,34.0,115.58,0.0,3929.72
2016-04-17,Nitrazepam,N05C,West,Clinic,18.0,7.79,0.0,140.22
28/01/2019,Ibuprofen,M01AE,West,Clinic,107.0,13.39,0.0,1432.73
2018-02-24,Cetirizine,R06,East,Clinic,36.0,101.58,0.05,3474.04
2018-12-31,Triazolam,N05C,West,Online,50.0,44.84,0.1,2017.8
2018-04-16,Propacetamol,N02BE,Central,Clinic,46.0,88.51,0.2,3257.17
03/11/2018,Zolpidem,N05C,West,Pharmacy,37.0,112.76,0.0,4172.12
2014-10-17,Etodolac,M01AB,East,Online,51.0,91.0,0.0,4641.0
2016-06-19,Salbutamol,R03,West,Online,60.0,22.58,0.1,1219.32
2015-03-05,Ibuprofen,M01AE,Central,Hospital,44.0,116.12,0.0,5109.28
2017-04-24,Ibuprofen,M01AE,West,Clinic,51.0,40.36,0.2,1646.69
2018-10-18,Salsalate,N02BA,South,Hospital,37.0,36.77,0.1,1224.44
2018-05-06,Fexofenadine,R06,West,Clinic,71.0,89.7,0.05,6050.26
2015-10-04,Loratadine,R06,West,Hospital,47.0,108.64,0.05,4850.78
2015-09-11,Salbutamol,R03,West,Hospital,33.0,103.4,0.15,2900.37
2017-08-31,Loratadine,R06,West,Hospital,64.0,62.62,0.1,3606.91
2017-02-21,Aspirin,N02BA,South,Clinic,92.0,59.46,0.2,4376.26
2017-10-10,Diflunisal,N02BA,North,Hospital,8.0,111.58,0.0,892.64
2015-04-07,Aspirin,N02BA,Central,Pharmacy,56.0,97.92,0.1,4935.17
2018-01-05,Phenacetin,N02BE,North,Hospital,,95.62,0.15,6583.44
2017-01-23,Alprazolam,N05B,West,Hospital,73.0,106.96,0.2,6246.46
2014-02-16,Salbutamol,R03,East,Pharmacy,60.0,91.84,0.05,5234.88
2017-10-26,Propacetamol,N02BE,South,Pharmacy,38.0,108.23,0.15,3495.83
2014-05-27,Diclofenac,M01AB,Central,Online,59.0,102.52,0.2,4838.94
2017-07-08,Terbutaline,R03,Central,Pharmacy,20.0,8.66,0.0,173.2
2015-02-20,Diflunisal,N02BA,South,Online,66.0,49.56,0.2,2616.77
2014-07-21,Diclofenac,M01AB,North,Online,42.0,84.15,0.2,2827.44
2015-03-24,Diflunisal,N02BA,East,Online,51.0,15.0,0.1,688.5
2018-04-17,Diclofenac,M01AB,West,Online,58.0,25.07,0.0,1454.06
2016-12-08,Aspirin,N02BA,North,Clinic,67.0,7.84,0.0,525.28
2015-06-12,Ibuprofen,M01AE,West,Pharmacy,26.0,7.04,0.05,173.89
2019-12-25,Diflunisal,N02BA,East,Clinic,135.0,14.07,0.05,1804.48
2018-06-23,Alprazolam,N05B,Central,Hospital,15.0,103.24,0.0,1548.6
2019-06-26,Terbutaline,R03,East,Hospital,88.0,97.26,0.1,7702.99
2015-07-08,Cetirizine,R06,West,Online,46.0,52.18,0.15,2040.24
2018-04-06,Nitrazepam,N05C,East,Hospital,39.0,51.39,0.05,1904.0
2014-12-24,Fexofenadine,R06,East,Pharmacy,78.0,22.41,0.15,1485.78
2014-08-18,Salmeterol,R03,Central,Hospital,56.0,12.15,0.1,612.36
2017-03-20,Phenacetin,N02BE,East,Pharmacy,80.0,16.22,0.0,1297.6
2014-01-17,Indomethacin,M01AB,South,Hospital,81.0,26.7,0.2,1730.16
2019-06-24,Cetirizine,R06,South,Clinic,33.0,47.27,0.1,1403.92
2019-02-28,Fexofenadine,R06,South,Clinic,56.0,43.93,0.1,2214.07
2019-02-16,Etodolac,m01ab,West,Hospital,65.0,33.08,0.2,1720.16
2014-08-16,Ketoprofen,M01AE,East,Pharmacy,41.0,32.5,0.15,1132.62
2019-09-07,Nitrazepam,N05C,Central,Clinic,36.0,82.82,0.1,2683.37
2017-01-28,Diclofenac,M01AB,East,Hospital,45.0,106.86,0.0,4808.7
29/03/2018,Paracetamol,N02BE,East,Online,36.0,36.63,0.0,1318.68
2016-01-26,Ketoprofen,M01AE,South,Pharmacy,60.0,112.01,0.1,6048.54
2015-05-31,Ketoprofen,M01AE,North,Clinic,56.0,56.76,0.05,3019.63
2015-03-11,Aspirin,N02BA,West,Hospital,76.0,106.8,0.05,7710.96
2017-09-01,Fexofenadine,R06,Central,Clinic,72.0,41.17,0.0,2964.24
2016-10-22,Diflunisal,N02BA,South,Online,60.0,73.26,0.15,3736.26
2019-10-01,Diazepam,N05B,North,Pharmacy,28.0,106.22,0.0,2974.16
2019-06-14,Salmeterol,R03,South,Clinic,39.0,65.41,0.1,2295.89
2014-12-19,Diazepam,N05B,North,Pharmacy,47.0,10.53,0.1,445.42
2015-03-01,Paracetamol,N02BE,South,Online,72.0,74.28,0.0,5348.16
2014-07-01,Salbutamol,R03,East,Hospital,62.0,13.01,0.0,806.62
2017-11-18,Diazepam,N05B,Central,Hospital,59.0,12.98,0.15,650.95
2017-12-27,Ketoprofen,M01AE,West,Pharmacy,28.0,68.9,0.15,1639.82
2017-05-12,Diflunisal,N02BA,Central,Hospital,31.0,57.04,0.1,1591.42
2015-07-03,Ketoprofen,M01AE,West,Pharmacy,58.0,14.2,0.0,823.6
2016-08-04,Diclofenac,M01AB,West,Online,63.0,16.37,0.0,1031.31
2017-03-25,Triazolam,N05C,Central,Pharmacy,30.0,25.85,0.0,775.5
2018-11-25,Naproxen,M01AE,North,Hospital,46.0,67.53,0.0,3106.38
2016-06-09,Indomethacin,M01AB,South,Online,5.0,59.33,0.0,296.65
2017-05-23,Loratadine,R06,North,Online,49.0,14.66,0.1,646.51
28/07/2014,Nitrazepam,N05C,East,Online,6.0,71.39,0.1,385.51
2018-08-08,Loratadine,R06,East,Online,73.0,20.72,0.2,1210.05
2017-11-12,Alprazolam,N05B,North,Online,56.0,34.14,0.0,1911.84
2018-02-07,Nitrazepam,N05C,Central,Clinic,53.0,42.6,0.2,1806.24
2016-07-01,Salbutamol,R03,Central,Online,40.0,93.87,0.1,3379.32
2019-02-15,Propacetamol,N02BE,North,Pharmacy,68.0,52.54,0.0,3572.72
2015-05-06,Fexofenadine,R06,South,Online,38.0,45.45,0.0,1727.1
2019-11-23,Terbutaline,R03,Central,Pharmacy,94.0,48.63,0.0,4571.22
2017-11-20,Aspirin,N02BA,South,Pharmacy,61.0,23.73,0.0,
2017-10-14,Alprazolam,N05B,North,Pharmacy,26.0,13.46,0.05,332.46
2016-11-15,Salsalate,N02BA,North,Pharmacy,65.0,87.99,0.1,5147.41
2015-10-02,Lorazepam,N05B,East,Clinic,37.0,40.03,0.0,1481.11
2018-08-19,Ibuprofen,M01AE,Central,Pharmacy,,114.64,0.0,7566.24
2017-06-07,Ketoprofen,M01AE,North,Pharmacy,30.0,98.12,0.0,2943.6
2014-08-19,Diflunisal,N02BA,North,Hospital,52.0,111.8,0.0,5813.6
2018-08-14,Triazolam,N05C,West,Pharmacy,53.0,88.12,0.0,4670.36
2018-09-07,Lorazepam,N05B,South,Online,51.0,37.44,0.15,1623.02
2019-11-08,Triazolam,N05C,South,Hospital,41.0,17.63,0.15,614.41
2018-02-15,Propacetamol,N02BE,West,Hospital,58.0,12.73,0.05,701.42
2016-01-23,Naproxen,M01AE,East,Online,78.0,50.16,0.0,3912.48
2016-03-27,Ketoprofen,M01AE,North,Clinic,74.0,83.27,0.05,5853.88
2014-09-18,Fexofenadine,R06,South,Online,31.0,12.19,0.05,359.0
2014-06-17,Ketoprofen,M01AE,Central,Pharmacy,72.0,5.81,0.0,418.32
2014-03-13,Triazolam,N05C,South,Clinic,60.0,69.09,0.15,3523.59
2017-02-01,Diclofenac,M01AB,East,Online,53.0,29.22,0.05,1471.23
2016-04-12,Alprazolam,N05B,West,Pharmacy,67.0,18.97,0.05,1207.44
2016-11-29,Nitrazepam,N05C,Central,Pharmacy,67.0,104.66,0.0,7012.22
2016-03-26,Etodolac,M01AB,Central,Pharmacy,12.0,46.9,0.2,450.24
2016-07-16,Ibuprofen,M01AE,South,Hospital,15.0,54.38,0.2,652.56
2015-09-14,Diclofenac,M01AB,East,Online,54.0,84.31,0.0,4552.74
2014-04-12,Phenacetin,N02BE,South,Online,93.0,92.52,0.15,7313.71
2014-05-02,Salmeterol,R03,Central,Clinic,48.0,63.33,0.05,2887.85
2015-06-11,Loratadine,R06,West,Online,45.0,116.16,0.15,4443.12
2016-02-17,Propacetamol,N02BE,East,Online,79.0,103.25,0.0,8156.75
2019-09-26,Diflunisal,N02BA,West,Hospital,31.0,34.43,0.0,1067.33
2015-04-30,Triazolam,N05C,East,Clinic,50.0,117.41,0.0,5870.5
2015-03-25,Cetirizine,R06,East,Online,43.0,11.41,0.05,466.1
2018-05-11,Zolpidem,N05C,Central,Online,41.0,88.41,0.1,3262.33
2015-05-12,Nitrazepam,N05C,West,Online,56.0,39.44,0.2,1766.91
2019-09-23,Indomethacin,M01AB,South,Pharmacy,32.0,44.34,0.0,1418.88
2019-07-25,Ibuprofen,M01AE,North,Online,46.0,36.12,0.05,1578.44
2018-06-26,Ketoprofen,M01AE,West,Online,48.0,90.98,0.0,4367.04
2018-02-15,Aspirin,N02BA,South,Hospital,60.0,24.8,0.0,1488.0
2017-03-21,Alprazolam,N05B,East,Clinic,68.0,36.92,0.2,2008.45
2017-08-29,Nitrazepam,N05C,North,Online,64.0,119.45,0.15,6498.08
2016-03-22,Ibuprofen,M01AE,Central,Online,45.0,9.74,0.05,416.38
2017-06-29,Ketoprofen,M01AE,East,Clinic,58.0,43.0,0.0,2494.0
2014-11-19,Diflunisal,N02BA,West,Hospital,1.0,30.44,0.0,30.44
2018-11-09,Diflunisal,N02BA,Central,Pharmacy,105.0,25.15,0.1,2376.68
2016-11-27,Terbutaline,R03,West,Hospital,152.0,19.57,0.0,2974.64
2017-04-02,Propacetamol,N02BE,East,Hospital,62.0,70.64,0.2,3503.74
2018-11-08,Indomethacin,M01AB,Central,Online,83.0,82.64,0.05,6516.16
2015-08-02,Ketoprofen,M01AE,North,Hospital,51.0,103.26,0.2,4213.01
2015-12-22,Paracetamol,N02BE,East,Pharmacy,4.0,55.61,0.0,222.44
2015-01-26,Propacetamol,N02BE,North,Hospital,63.0,58.91,0.2,2969.06
2014-12-06,Triazolam,N05C,North,Online,34.0,19.04,0.15,550.26
2018-02-16,Diazepam,N05B,East,Online,77.0,19.47,0.1,1349.27
2014-11-16,Paracetamol,N02BE,West,Online,69.0,70.32,0.2,3881.66
2019-05-14,Propacetamol,N02BE,Central,Clinic,38.0,23.12,0.0,878.56
2017-11-25,Ketoprofen,M01AE,South,Online,64.0,63.29,0.1,3645.5
2017-11-03,Naproxen,M01AE,South,Pharmacy,43.0,48.41,0.05,1977.55
2016-05-03,Salmeterol,R03,North,Hospital,52.0,66.19,0.1,
2016-05-03,Phenacetin,N02BE,West,Clinic,45.0,119.76,0.0,5389.2
2019-07-03,Ibuprofen,M01AE,Central,Online,35.0,66.02,0.1,2079.63
2015-08-25,Terbutaline,R03,South,Clinic,51.0,13.87,0.2,565.9
2018-02-19,Salbutamol,R03,South,Online,61.0,80.28,0.0,4897.08
2016-11-12,Etodolac,M01AB,West,Clinic,53.0,110.46,0.0,5854.38
2017-05-29,Aspirin,N02BA,South,Online,77.0,81.15,0.1,5623.7
2018-10-14,Terbutaline,R03,North,Hospital,43.0,6.3,0.2,216.72
2016-04-27,Fexofenadine,R06,North,Online,49.0,36.48,0.1,1608.77
2014-07-03,Ketoprofen,M01AE,South,Pharmacy,18.0,48.89,0.05,836.02
2015-01-07,Paracetamol,N02BE,West,Hospital,53.0,89.13,0.05,4487.7
2014-07-06,Aspirin,N02BA,Central,Online,22.0,118.74,0.0,2612.28
2016-12-23,Nitrazepam,N05C,North,Online,107.0,59.11,0.05,6008.53
2015-11-05,Ibuprofen,M01AE,South,Pharmacy,60.0,17.97,0.0,1078.2
2018-04-11,Paracetamol,N02BE,Central,Clinic,65.0,62.45,0.0,4059.25
2015-08-22,Cetirizine,R06,Central,Clinic,51.0,109.43,0.15,4743.79
2016-03-05,Salsalate,N02BA,North,Online,,114.58,0.0,4124.88
2019-11-04,Etodolac,M01AB,Central,Clinic,67.0,100.61,0.05,6403.83
2016-11-01,Triazolam,N05C,West,Clinic,101.0,34.35,0.1,3122.42
2016-08-15,Aspirin,N02BA,East,Hospital,82.0,104.01,0.0,8528.82
2014-12-18,Ibuprofen,m01ae,North,Online,85.0,93.26,0.1,7134.39
2017-08-23,Salmeterol,R03,East,Clinic,49.0,16.96,0.1,747.94
2014-02-27,Diazepam,N05B,South,Online,79.0,99.4,0.0,7852.6
2016-04-09,Lorazepam,N05B,West,Hospital,50.0,85.77,0.0,4288.5
2014-10-22,Lorazepam,N05B,East,Clinic,53.0,19.71,0.1,940.17
2019-12-18,Diazepam,N05B,North,Hospital,42.0,36.63,0.2,1230.77
2018-05-25,Etodolac,M01AB,West,Pharmacy,18.0,51.62,0.2,743.33
2014-10-23,Alprazolam,N05B,West,Pharmacy,11.0,103.04,0.15,963.42
2017-03-26,Cetirizine,R06,West,Online,43.0,106.82,0.1,4133.93
2014-04-27,Ibuprofen,M01AE,South,Online,59.0,25.66,0.0,1513.94
2019-07-18,Alprazolam,N05B,Central,Online,14.0,107.85,0.05,1434.4
2015-07-18,Alprazolam,N05B,East,Clinic,33.0,70.69,0.0,2332.77
2019-08-19,Cetirizine,r06,East,Clinic,56.0,6.38,0.05,339.42
2019-05-21,Alprazolam,N05B,West,Clinic,41.0,49.35,0.05,1922.18
2014-10-26,Cetirizine,R06,North,Hospital,30.0,46.84,0.0,1405.2
2017-11-25,Lorazepam,N05B,East,Clinic,119.0,31.79,0.05,3593.86
2019-11-07,Etodolac,M01AB,North,Online,38.0,119.77,0.0,4551.26
2016-04-25,Nitrazepam,N05C,East,Clinic,63.0,107.45,0.0,6769.35
2019-05-24,Lorazepam,N05B,East,Clinic,34.0,65.47,0.0,2225.98
2016-01-31,Ibuprofen,M01AE,East,Hospital,111.0,51.21,0.2,4547.45
2017-05-31,Triazolam,N05C,South,Pharmacy,35.0,54.48,0.05,1811.46
2018-03-14,Etodolac,M01AB,North,Clinic,32.0,88.37,0.15,2403.66
2016-02-11,Ketoprofen,M01AE,West,Hospital,94.0,58.75,0.2,4418.0
2018-12-10,Fexofenadine,r06,North,Clinic,106.0,20.89,0.1,1992.91
2014-03-09,Salbutamol,R03,East,Hospital,76.0,13.89,0.0,1055.64
2015-09-03,Ibuprofen,M01AE,East,Clinic,57.0,98.43,0.0,5610.51
2016-07-21,Alprazolam,N05B,East,Pharmacy,50.0,107.65,0.2,4306.0
2014-02-02,Diazepam,N05B,South,Pharmacy,75.0,116.27,0.1,7848.23
2014-12-25,Indomethacin,M01AB,East,Hospital,74.0,83.02,0.0,6143.48
2016-01-25,Zolpidem,N05C,Central,Clinic,99.0,42.88,0.15,3608.35
31/03/2015,Propacetamol,N02BE,South,Clinic,35.0,84.03,0.15,2499.89
2017-01-24,Lorazepam,N05B,North,Pharmacy,87.0,98.3,0.0,8552.1
2016-04-28,Ketoprofen,M01AE,Central,Online,58.0,118.18,0.1,6169.0
2018-05-08,Diflunisal,N02BA,East,Online,83.0,40.87,0.0,3392.21
2019-12-06,Diflunisal,N02BA,Central,Hospital,91.0,49.33,0.15,3815.68
2018-08-16,Naproxen,M01AE,West,Hospital,69.0,20.23,0.0,1395.87
2017-06-02,Paracetamol,N02BE,Central,Hospital,31.0,104.96,0.0,3253.76
2019-12-26,Paracetamol,N02BE,North,Pharmacy,90.0,61.23,0.0,5510.7
2016-01-08,Aspirin,N02BA,South,Clinic,64.0,50.92,0.0,3258.88
2015-02-15,Salsalate,N02BA,West,Pharmacy,63.0,15.01,0.2,756.5
2016-08-12,Ibuprofen,M01AE,North,Online,55.0,25.02,0.0,1376.1
2014-01-23,Ibuprofen,M01AE,South,Hospital,39.0,102.6,0.05,3801.33
2019-02-25,Diazepam,N05B,North,Clinic,69.0,111.45,0.1,
2016-09-26,Paracetamol,N02BE,South,Pharmacy,39.0,13.01,0.0,507.39
2016-10-28,Lorazepam,N05B,South,Online,75.0,12.45,0.0,933.75
2019-07-09,Nitrazepam,N05C,East,Hospital,29.0,85.86,0.0,2489.94
2019-08-22,Ketoprofen,M01AE,South,Online,16.0,81.24,0.1,1169.86
2015-04-23,Indomethacin,M01AB,South,Clinic,77.0,21.26,0.0,1637.02
2019-07-09,Propacetamol,N02BE,North,Online,13.0,104.24,0.05,1287.36
2019-03-21,Triazolam,N05C,West,Hospital,1.0,117.76,0.2,94.21
2014-09-14,Fexofenadine,R06,North,Pharmacy,100.0,5.23,0.0,523.0
2016-07-18,Salmeterol,R03,North,Online,,31.24,0.0,1843.16
2016-02-12,Salsalate,N02BA,North,Clinic,68.0,15.18,0.05,980.63
2019-08-17,Naproxen,M01AE,North,Hospital,61.0,68.14,0.05,3948.71
2016-05-09,Zolpidem,N05C,East,Hospital,50.0,79.49,0.05,3775.77
2014-06-11,Lorazepam,N05B,Central,Hospital,27.0,40.14,0.15,921.21
2016-03-17,Salbutamol,R03,West,Online,45.0,29.73,0.0,1337.85
2019-06-03,Paracetamol,N02BE,North,Online,38.0,99.11,0.0,3766.18
2015-06-04,Diflunisal,N02BA,East,Pharmacy,38.0,45.33,0.0,1722.54
2019-08-31,Salmeterol,R03,South,Online,53.0,62.14,0.0,3293.42
29/09/2016,Aspirin,N02BA,North,Hospital,44.0,39.47,0.0,1736.68
2016-04-24,Diflunisal,N02BA,North,Clinic,24.0,7.49,0.1,161.78
2014-11-09,Alprazolam,N05B,West,Hospital,94.0,76.61,0.05,6841.27
2017-11-18,Triazolam,N05C,West,Clinic,82.0,85.34,0.0,6997.88
2019-05-23,Alprazolam,N05B,South,Hospital,65.0,88.41,0.1,5171.98
2017-11-14,Etodolac,M01AB,East,Clinic,73.0,52.16,0.0,3807.68
2014-12-04,Salsalate,N02BA,West,Clinic,36.0,15.07,0.15,461.14
2014-11-17,Diclofenac,M01AB,South,Clinic,26.0,118.78,0.2,2470.62
2019-11-03,Salsalate,N02BA,South,Online,61.0,16.02,0.15,830.64
2019-06-05,Terbutaline,R03,West,Clinic,30.0,64.08,0.2,1537.92
2014-05-29,Diclofenac,M01AB,West,Clinic,38.0,7.21,0.15,232.88
2015-02-08,Propacetamol,N02BE,South,Pharmacy,113.0,20.99,0.0,2371.87
2015-10-02,Triazolam,N05C,Central,Pharmacy,23.0,89.51,0.1,1852.86
2017-05-06,Salsalate,N02BA,,Online,50.0,69.91,0.0,3495.5
2015-01-06,Nitrazepam,N05C,Central,Clinic,42.0,43.18,0.15,1541.53
2015-11-08,Salbutamol,R03,South,Clinic,105.0,47.52,0.1,
2016-03-09,Etodolac,M01AB,East,Hospital,57.0,88.07,0.15,4266.99
2015-09-11,Diazepam,N05B,East,Clinic,34.0,80.3,0.15,2320.67
2015-12-29,Zolpidem,N05C,Central,Pharmacy,66.0,91.01,0.15,5105.66
2018-12-09,Triazolam,N05C,West,Hospital,61.0,31.05,0.0,1894.05
2014-02-17,Zolpidem,N05C,South,Clinic,81.0,75.99,0.0,6155.19
2015-08-12,Diflunisal,N02BA,West,Online,60.0,45.32,0.15,2311.32
2014-06-04,Indomethacin,m01ab,East,Online,47.0,91.03,0.0,4278.41
2018-12-17,Ibuprofen,M01AE,West,Pharmacy,139.0,96.67,0.0,13437.13
2014-04-06,Ketoprofen,M01AE,West,Online,38.0,22.7,0.0,862.6
2016-10-28,Zolpidem,N05C,West,Pharmacy,33.0,50.25,0.1,1492.42
2019-12-26,Phenacetin,N02BE,East,Online,53.0,17.48,0.05,880.12
2014-01-30,Loratadine,R06,East,Online,62.0,72.36,0.0,4486.32
2018-12-13,Diflunisal,N02BA,East,Clinic,79.0,91.03,0.0,
2018-04-28,Diazepam,N05B,East,Clinic,20.0,10.86,0.05,206.34
2018-11-30,Paracetamol,N02BE,West,Hospital,53.0,31.13,0.0,1649.89
2017-06-14,Indomethacin,M01AB,South,Online,28.0,6.43,0.05,171.04
2015-12-01,Cetirizine,R06,East,Online,95.0,59.09,0.0,5613.55
2017-03-22,Paracetamol,N02BE,Central,Clinic,56.0,24.12,0.05,1283.18
2015-12-20,Paracetamol,N02BE,East,Pharmacy,86.0,37.6,0.2,2586.88
2018-11-11,Paracetamol,N02BE,North,Clinic,66.0,72.13,0.0,4760.58
2016-11-19,Etodolac,M01AB,Central,Clinic,95.0,54.84,0.0,5209.8
2016-02-21,Aspirin,N02BA,North,Pharmacy,54.0,77.88,0.0,4205.52
2019-06-29,Aspirin,N02BA,West,Pharmacy,65.0,38.02,0.0,2471.3
2016-01-05,Diflunisal,N02BA,East,Hospital,89.0,84.33,0.0,7505.37
04/10/2016,Diazepam,N05B,,Online,53.0,85.83,0.15,3866.64
2015-02-24,Etodolac,M01AB,South,Pharmacy,25.0,27.05,0.15,574.81
2017-11-08,Salbutamol,R03,Central,Online,70.0,14.75,0.0,1032.5
2015-10-18,Lorazepam,N05B,West,Hospital,37.0,113.57,0.2,3361.67
2016-09-15,Salbutamol,R03,West,Hospital,36.0,83.65,0.1,2710.26
2018-06-25,Lorazepam,N05B,Central,Clinic,49.0,5.73,0.2,224.62
2019-08-10,Terbutaline,R03,North,Hospital,48.0,58.08,0.0,2787.84
2015-12-21,Aspirin,N02BA,West,Pharmacy,69.0,107.02,0.0,7384.38
2017-03-03,Paracetamol,N02BE,South,Clinic,34.0,61.2,0.2,1664.64
2019-05-31,Fexofenadine,R06,South,Pharmacy,24.0,99.33,0.2,1907.14
2019-03-17,Diazepam,N05B,Central,Hospital,52.0,86.53,0.0,4499.56
2018-06-29,Lorazepam,N05B,Central,Hospital,36.0,36.47,0.0,1312.92
21/08/2018,Alprazolam,N05B,East,Hospital,49.0,87.62,0.15,3649.37
2018-02-17,Phenacetin,N02BE,Central,Hospital,57.0,30.6,0.0,1744.2
2016-12-15,Diazepam,N05B,North,Hospital,100.0,75.15,0.0,7515.0
2016-08-29,Aspirin,N02BA,East,Clinic,36.0,59.65,0.2,1717.92
2018-11-10,Triazolam,N05C,Central,Online,98.0,33.51,0.0,3283.98
2018-12-05,Etodolac,M01AB,North,Pharmacy,38.0,99.66,0.15,3219.02
2016-06-17,Alprazolam,N05B,East,Clinic,73.0,109.68,0.2,6405.31
2014-08-11,Fexofenadine,R06,Central,Online,53.0,38.05,0.0,2016.65
2019-08-25,Diclofenac,M01AB,East,Clinic,26.0,44.63,0.1,1044.34
2017-12-05,Propacetamol,N02BE,North,Hospital,50.0,42.32,0.0,2116.0
2014-01-03,Indomethacin,M01AB,West,Online,57.0,25.96,0.0,1479.72
2018-04-04,Zolpidem,N05C,West,Pharmacy,26.0,88.62,0.0,2304.12
2019-01-26,Etodolac,M01AB,South,Hospital,58.0,76.36,0.05,4207.44
2017-10-08,Salsalate,N02BA,East,Online,35.0,27.48,0.0,961.8
2018-05-16,Ibuprofen,M01AE,Central,Pharmacy,72.0,95.43,0.05,6527.41
2015-06-18,Fexofenadine,R06,East,Clinic,81.0,110.33,0.0,8936.73
2018-01-11,Alprazolam,N05B,East,Clinic,37.0,18.19,0.2,538.42
2016-04-18,Ketoprofen,M01AE,South,Pharmacy,59.0,87.63,0.0,5170.17
2018-07-07,Propacetamol,N02BE,Central,Online,51.0,64.23,0.15,2784.37
2019-11-24,Loratadine,R06,Central,Hospital,73.0,64.02,0.15,3972.44
2015-05-20,Paracetamol,N02BE,North,Online,51.0,6.83,0.2,278.66
2019-03-27,Alprazolam,N05B,North,Clinic,,11.67,0.0,151.71
2019-12-12,Diclofenac,M01AB,East,Hospital,74.0,98.73,0.15,6210.12
2017-12-26,Phenacetin,N02BE,South,Clinic,68.0,100.5,0.15,5808.9
2016-01-22,Salsalate,N02BA,East,Pharmacy,83.0,103.8,0.0,8615.4
